CALENDAR YEAR,MONTH,VENDOR NAME,CATEGORY,ITEM ,ITEM DESCRIPTION,QUANTITY,TRANSACTION SOURCE TYPE
2023,December,WILLIAMS CORNER WINE,WINE,167757,MAITRE DE CHAI CALIFORNIA RED 750ML,1,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,237510,MATTHEW FRITZ CHARD - 750ML,21,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,308272,SAN GIORIO BRUN UGOLFORTE - 750ML,1,Purchase order
2023,December,PREMIUM DISTRIBUTORS OF MARYLAND,KEG,93823,SIERRA NEVADA CELEBRATION 1/2K,4,Purchase order
2023,December,DIONYSOS IMPORTS INC,WINE,326218,LOS MEDANOS CAB ORGANIC - 750ML,1,Purchase order
2023,December,ROYAL WINE CORP,WINE,40633,BEN AMI MER - 750ML,1,Purchase order
2023,December,FX MATT BREWING CO,BEER,97659,KINGFISHER 4/6 NR,144,Purchase order
2023,December,LAPHAM IMPORT COMPANY,WINE,44151,GEKKEIKAN HORIN SAKE - 300ML,1,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,37478,GOLAN HEIGHTS MT HERMON WHITE - 750ML,3,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,338406,EVENING LANDING P/NOIR SEVEN SPRINGS - 750ML,3,Purchase order
2023,December,ELITE WINES IMPORTS,WINE,323618,CUNE CRIANZA - 750ML,42,Purchase order
2023,December,BERRYWINE PLANTATIONS,WINE,84905,LINGANORE PEACH - 750ML,15,Purchase order
2023,December,E & J GALLO WINERY,WINE,379047,VIBE- VENDANGE BLUE RASPBERRY LEMONADE - 500ML,148,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,244661,ARROW MENTHE GREEN 1L,2,Purchase order
2023,December,THE WINE GROUP,WINE,80189,CUPCAKE MOSCATO D'ASTI - 750ML,80,Purchase order
2023,December,ANHEUSER BUSCH INC,BEER,31082,MICHELOB ULTRA 3/8 ALNR 16OZ,441,Purchase order
2023,December,MILLER BREWING COMPANY,BEER,95656,MOLSON ICE 12/24OZ CAN - 24OZ,196,Purchase order
2023,December,SAZERAC CO,LIQUOR,28797,CANADIAN MIST WHISKEY - 1.75L,68,Purchase order
2023,December,MILLER BREWING COMPANY,BEER,22931,MILLER LITE WIDEMOUTH ALUM 2/9 NR - 16OZ,490,Purchase order
2023,December,DIONYSOS IMPORTS INC,WINE,379530,DOMAINE DOBOIS ALIGOTE WHITE - 750ML,1,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,313482,CAPE ORIGINAL CHEN BL - 750ML,1,Purchase order
2023,December,THE SPANISH WINE IMPORTERS LLC,WINE,17034,STEL + MAR ROSE - 750ML,1,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,356364,NATURAL ORIGINS CHARDONNAY BIB - 3L,3,Purchase order
2023,December,CROWN IMPORTS,KEG,63631,PACIFICO 1/4 KEG,2,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,KEG,64555,FIRESTONE 27TH ANNIVERSARY 1/6 KEG,1,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,427129,MOSELLAND BLACK CAT RIES - 500ML,1,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,72735,PATRON TEQUILA - SILVER - 1.75L,112,Purchase order
2023,December,E & J GALLO WINERY,WINE,319259,CANYON ROAD WH/ZIN - 1.5L,1,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,239574,CALLAWAY CELL SEL CHARD - 750ML,3,Purchase order
2023,December,E & J GALLO WINERY,WINE,64726,BAREFOOT CEL CAB - 750ML,34,Purchase order
2023,December,DEUTSCH FAMILY WINE & SPIRITS,WINE,80723,YELLOW TAIL P/GRIG - 1.5L,120,Purchase order
2023,December,DOPS INC,BEER,17395,21ST ADMENDMENT TALL HAT IMPERIAL IPA 19.2OZ CAN,1,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,BEER,36878,AYINGER BRAU WEISS - 11.2Z,2,Purchase order
2023,December,ROYAL WINE CORP,WINE,158968,KEDEM CONCORD KAL - 750ML,1,Purchase order
2023,December,NEW BELGIUM BREWING INC,BEER,14510,NEW BELGIUM DOMINGA MIMOSA SOUR 4/6 CANS,1,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,LIQUOR,46547,CATOCTIN CREEK ROUNDSTONE RYE 80- 750ML,14,Purchase order
2023,December,DIONYSOS IMPORTS INC,WINE,416797,BOUISSIERE GIGONDAS CUV TRAD - 750ML,1,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,19065,FLYING EMBERS MOJITO VARIETY 4/6 CANS,25,Purchase order
2023,December,GRAPES OF SPAIN INC,WINE,236068,LEGADO DEL MONCAYO GARNACHA ROSE - 750ML,14,Purchase order
2023,December,SALVETO IMPORTS LLC,WINE,297239,JEZEBEL BLANC 750ML,5,Purchase order
2023,December,BRONCO WINE COMPANY,WINE,80299,ONCE UPON A VINE P/NOIR - 750ML,2,Purchase order
2023,December,WINERY EXCHANGE INC,WINE,326777,BREAD & BUTTER CHARD - 750ML,28,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,BEER,96075,HARP 4/6 NR - 12OZ,84,Purchase order
2023,December,ALLAGASH BREWING COMPANY,BEER,69536,ALLAGASH WHITE 2/12 CANS,20,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,355926,ARTISAN P/GRIGIO - 750ML,1,Purchase order
2023,December,ELITE WINES IMPORTS,WINE,307417,CUNE VINA REAL CRIANZA - 750ML,5,Purchase order
2023,December,DIONYSOS IMPORTS INC,WINE,123552,XAVIER BESSON GIVRY 1ER CRU - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,377557,CARMEL ROAD SAUV BLANC - 750ML,3,Purchase order
2023,December,BANVILLE & JONES WINE MERCHANTS,WINE,237978,TE PA SAUVIGNON BLANC - 750ML,15,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,323297,FANTINI SANG - 750ML,1,Purchase order
2023,December,PUNTO VINO LLC,WINE,337021,ALCESTI L'ISOLA DEI PROFUMI ROSSO - 750ML,5,Purchase order
2023,December,IMPERO WINE DISTRIBUTORS,WINE,18087,MASCA DEL TACCO SUSUMANIELLO 750ML,2,Purchase order
2023,December,JAMES JOSEPH SANCTIFIED SPIRITS,LIQUOR,89342,OAK & EDEN WHEAT/HONEY AMERICAN OAK BOURB - 750ML,6,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,371244,SATELLITE ESTATE SAUVIGNON BLANC - 750ML,14,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,311045,CH DE FONTENILLE BORD RGE - 750ML,9,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,326969,ANDERSON CHAB - 18L,2,Purchase order
2023,December,SUTTER HOME WINERY INC,WINE,80292,SUTTER HOME MER - 187ML,135,Purchase order
2023,December,SALVETO IMPORTS LLC,WINE,378895,SILVIO GRASSO BAROLO - 750ML,3,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,169932,CAPRICCIO BUBBLY SANGRIA RED - 355ML,10,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,LIQUOR,354806,MELETTI LIMONCELLO - 750ML,4,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,306062,SANTA JULIA TORRONTES SUSTAINABLE - 750ML,2,Purchase order
2023,December,LABATT USA OPERATING CO LLC,BEER,89184,SEAGRAM STRAWBERRY DAIQUIRI 6/4NR - 355ML,144,Purchase order
2023,December,HEAVEN HILL DISTILLERIES INC,LIQUOR,50091,CAROLAN'S IRISH CREAM - 750ML,30,Purchase order
2023,December,PROXIMO SPIRITS INC,NON-ALCOHOL,72821,JOSE CUERVO LIGHT MARGARITA MIX - 1.75L,32,Purchase order
2023,December,SALVETO IMPORTS LLC,WINE,378269,OTTO ETTARI 8 ETTARI MONTECUCCO SANG - 750ML,5,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,340415,INAMA SOAVE CLASS - 750ML,1,Purchase order
2023,December,BACKUP BEVERAGE,BEER,246119,OLDE MOTHER DOUBLE IMPRESSIONIST 6/4 16OZ CANS,1,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,318272,DELOACH MER - 750ML,1,Purchase order
2023,December,INTERBALT PRODUCTS CORP,WINE,359286,CH GRAND MARCHAND RED - 750ML,1,Purchase order
2023,December,BANVILLE & JONES WINE MERCHANTS,WINE,237574,MONTECAPPONE MIRIZZI VERDICCHIO CLASS - 750ML,1,Purchase order
2023,December,PIPE CREEK WINES LLC,WINE,344327,DOMAIN DU CHATEAU D'EAU P/NOIR - 750ML,3,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,98892,SCHLENKERLA MARZEN 20/16,3,Purchase order
2023,December,WINE BRIDGE IMPORTS INC,WINE,170131,MYTHIC ESTATE MALBEC 750ML,1,Purchase order
2023,December,DIONYSOS IMPORTS INC,WINE,318051,CHOREY LES BEAUME DUBOIS - 750ML,1,Purchase order
2023,December,VIGNOBLES LVDH USA INC,WINE,122637,CH TREBIAC GRAVES - 750ML,1,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,243262,THE WILD FIGHTER A/V CAB - 750ML,3,Purchase order
2023,December,LAKWORLD TRADE LLC,WINE,246134,IMPERIAL 202 BRUT - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,355536,MON FRERE CAL P/NOIR - 750ML,2,Purchase order
2023,December,KING ESTATE WINERY,WINE,84280,KING EST P/GRIS - 750ML,28,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,13514,LAGUNITAS DAYTIME 2/12 CANS,1,Purchase order
2023,December,GRAPES OF SPAIN INC,WINE,237771,ISAAC FERNANDEZ RIBERA DEL DUERO RESA - 750ML,2,Purchase order
2023,December,BROWN-FORMAN BEVERAGES WORLDWIDE,LIQUOR,75927,OLD FORESTER BOURBON  100P - 1.75L,13,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,234250,STONESTREET ESTATE A/V CHARD - 750ML,5,Purchase order
2023,December,BANVILLE & JONES WINE MERCHANTS,WINE,237314,LA CAPRANERA AGLIANICO - 750ML,11,Purchase order
2023,December,BOSTON BEER CORPORATION,NON-ALCOHOL,14772,SAM ADAMS JUST THE HAZE NA 4/6 CANS,199,Purchase order
2023,December,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,84646,STERLING NAPA VLY CHARD - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,167542,LA PETITE PERRIERE SAUV BLANC 750ML,1,Purchase order
2023,December,CANTINIERE IMPORTS & DISTRIBUTING INC,WINE,236538,MARRAMIERO CHARD - 750ML,1,Purchase order
2023,December,MCCLINTOCK DISTILLING LLC,LIQUOR,241132,MCCLINTOCK MATCHSTICK STRAIGHT BOURB WHISKEY - 750ML,2,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",LIQUOR,297309,GIN LANE 1751 OLD TOM GIN 750ML,1,Purchase order
2023,December,DELMAR BREWING COMPANY LLC,BEER,18568,EVOLUTION LOT 3 1/15PK 19.2OZ CANS,4,Purchase order
2023,December,NORTH LOCK LLC DBA PORT CITY BREWING CO,KEG,24680,PORT CITY TIDINGS ALE 1/6 KEG,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,169728,SHO CHIKU BAI JUNMAI SAKE 750ML,1,Purchase order
2023,December,BBL INC,BEER,6017,DELIRIUM NOCTURNUM 6/4 NR,4,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,170202,CAPRICCIO WHITE SANGRIA 355ML,10,Purchase order
2023,December,SALVETO IMPORTS LLC,WINE,379531,BOSMAN CAB/SAUVIGNON - 750ML,1,Purchase order
2023,December,PUNTO VINO LLC,WINE,342068,ZE BECCO VERD CLASS - 750ML,3,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,357529,PEWSEY VALE RIES - 750ML,2,Purchase order
2023,December,DEUTSCH FAMILY WINE & SPIRITS,LIQUOR,36013,LUKSUSOWA VODKA - 750ML,36,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,329825,VILLAGIO P/GRIG - 750ML,1,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,32240,OLE SMOKY BANANA PUDD 35 50ML,4,Purchase order
2023,December,PWSWN INC,WINE,167693,QUINTA DE DEVESA TOURIGA NACIONAL 750ML,1,Purchase order
2023,December,ANHEUSER BUSCH INC,BEER,96997,KIRIN ICHIBAN 4/6 NR - 12OZ,168,Purchase order
2023,December,LANTERNA DISTRIBUTORS INC,WINE,333489,COLLET BRUT - 750ML,1,Purchase order
2023,December,CONSTANTINE WINES INC,WINE,359808,GUIGAS VINHO VERDE - 750ML,2,Purchase order
2023,December,SAZERAC CO,LIQUOR,167678,MR BOSTON CREME DE CACAO WHITE 1L,7,Purchase order
2023,December,JIM BEAM BRANDS CO,LIQUOR,27260,LAPHROAIG 10YR - 750ML,14,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,99562,UNIBROUE TROIS PISTOLS 6/4 12.OZ,1,Purchase order
2023,December,BBL INC,BEER,63408,DELIRIUM RED 6/4 500ML CANS,9,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,311093,RAMON BILBAO CRIANZA - 750ML,3,Purchase order
2023,December,BERRYWINE PLANTATIONS,WINE,57495,LINGANORE BLUEBERRY - 750ML,6,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,170251,BUSHMILL'S IRISH MALT WHISKEY 12YR 750ML,1,Purchase order
2023,December,CABERNET CORPORATION,WINE,17533,PITCHFORK SHIRAZ 750ML,1,Purchase order
2023,December,HEINEKEN USA,BEER,13099,HEINEKEN LIGHT 4/6 NR - 12OZ,84,Purchase order
2023,December,SFB BUCK LLC,BEER,11536,STONE ARROGANT BASTARD 4/6 16OZ CAN,10,Purchase order
2023,December,REMY COINTREAU USA,LIQUOR,166582,BRUICHLADDICH PORT CHARLOTTE 10YR - 750ML,2,Purchase order
2023,December,HEAVEN HILL DISTILLERIES INC,LIQUOR,70109,DEEP EDDY VODKA - RUBY RED - 750ML,26,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,LIQUOR,308588,DARON CALVADOS FIN - 750ML,21,Purchase order
2023,December,HRI LLC,BEER,41958,THE VEIL YELLA LAMBZ LEMONADE STYLE SOUR ALE W/ LEMONS/MILK SUGAR 6/4PK - 16OZ CN,1,Purchase order
2023,December,SAZERAC CO,LIQUOR,167686,MR BOSTON ANISETTE 1L,1,Purchase order
2023,December,CROWN IMPORTS,BEER,97195,CORONA LIGHT 2/12 NR - 12OZ,360,Purchase order
2023,December,E & J GALLO WINERY,WINE,85700,DARK HORSE ROSE BUBBLES - CAN -375ML,40,Purchase order
2023,December,SFB BUCK LLC,BEER,23813,FAMOSA 2/12 CANS - 12OZ,110,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,354044,EL ENEMIGO BONARDA - 750ML,1,Purchase order
2023,December,SAZERAC CO,LIQUOR,47171,SOUTHERN COMFORT 70P - 1.75L,24,Purchase order
2023,December,E & J GALLO WINERY,WINE,80120,DARK HORSE S/BLC - 750ML,30,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,32260,OLE SMOKY MOONSHINE STRAWBERRY CREAM 35 50ML,14,Purchase order
2023,December,BROWN-FORMAN BEVERAGES WORLDWIDE,LIQUOR,42228,FORDS LONDON DRY GIN - 750ML,51,Purchase order
2023,December,DOPS INC,BEER,17397,CHIMAY WHITE CENT CINQ 6/4 11.2OZ CANS,1,Purchase order
2023,December,CONSTANTINE WINES INC,WINE,347672,LUBANZI RHONE BLEND - 750ML,2,Purchase order
2023,December,E & J GALLO WINERY,WINE,84342,BAREFOOT BUBBLY BRUT ROSE - 750ML,132,Purchase order
2023,December,MILLER BREWING COMPANY,BEER,50714,MILWAUKEE BEST ICE 2/15PK CAN 12OZ,1183,Purchase order
2023,December,THE WINE GROUP,WINE,241996,SEVEN DEADLY CABERNET - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,59048,TRIMBACH P/GRIS 7518 - 750ML,1,Purchase order
2023,December,GRAPES OF SPAIN INC,WINE,233220,U MES U CYGNUS ALBIREO BRUT RESA CAVA ORG - 750ML,10,Purchase order
2023,December,E & J GALLO WINERY,WINE,329914,ORIN SWIFT MACHETE - 750ML,3,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,425265,CASAL GARCIA RSE - 750ML,6,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,378630,CH BELLEVUE RED BORD SUP FAM D'AMECOURT - 750ML,1,Purchase order
2023,December,E & J GALLO WINERY,WINE,80538,WM HILL CAL P/NOIR,14,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,LIQUOR,78385,CAPTAIN MORGAN 100 PROOF RUM - 750ML,56,Purchase order
2023,December,KYSELA PERE ET FILS LTD,WINE,247168,CH HAUT-MARBUZET ST-ESTEPHE - 750ML,1,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,63004,LAGUNITAS DAYTIME 4/6 CANS,16,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,166476,PRAIRIE ORGANIC VODKA - 1L,1,Purchase order
2023,December,ALLAGASH BREWING COMPANY,BEER,68964,ALLAGASH WHITE 6/4 16OZ CANS,20,Purchase order
2023,December,POTOMAC SELECTIONS INC,WINE,379499,CHRISTOPHE MIGNON 'ROSE DE SAIGNEE' BRUT NATURE NV - 750ML,3,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,238116,BLUE NUN SPARK 24K GOLD ED - 750ML,3,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,319643,ALLAN SCOTT P/NOIR - 750ML,1,Purchase order
2023,December,DELMAR BREWING COMPANY LLC,BEER,50746,EVOLUTION LOT #3 IPA  2/12PK CANS 12OZ,50,Purchase order
2023,December,BERRYWINE PLANTATIONS,WINE,348200,LINGANORE INDULGENCE SWEET RED - 375ML,5,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,89438,CASA DRAGONES ANEJO TEQ (BOX) - 750ML,1,Purchase order
2023,December,MILLER BREWING COMPANY,DLC,302,MILLER PALLETS,414,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,325601,VISTA POINT CHARD - 750ML,1,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,377302,MCBRIDE SISTERS BLACK GIRL MAGIC BUBBLY ROSE - 375ML CN,2,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,356812,LA RIOJA ALTA VINA ARANA RS - 750ML,1,Purchase order
2023,December,SIERRA NEVADA BREWING CO,BEER,37097,SIERRA NEVADA BIG LITTLE THING IPA 4/6 CAN - 12OZ,200,Purchase order
2023,December,HRI LLC,BEER,41969,THE VEIL MASTER SHREDDER4 QUADRUPLE DRY HOPPED IPA 6/4PK - 16OZ CN,3,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,31054,GUIGAL CDR RGE - 750ML,14,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,238717,RIONDO PROSECCO SPUMANTE - 750ML,56,Purchase order
2023,December,E & J GALLO WINERY,LIQUOR,71764,HIGH NOON SUN SIPS GRAPEFRUIT - RTD - 355ML,208,Purchase order
2023,December,STEFANO INCORPORATED,WINE,332335,INTIPALKA MALBEC 13 - 750ML,1,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,BEER,23730,SMIRNOFF PINEAPPLE 4/6 NR - 11.2OZ,144,Purchase order
2023,December,E & J GALLO WINERY,LIQUOR,76290,NEW AMSTERDAM VODKA - PEACH - 50ML,34,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,70440,SEACRETS COCONUT RUM 750ML,5,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,241606,CUPCAKE LIGHTHEARTED S/BLANC - 750ML,7,Purchase order
2023,December,THE OTHER SIDE LLC,KEG,17576,DEWEY MODERN NATURE 1/6 KEG,1,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,12085,BITBURGER RADLER 6/4 16OZ CANS,2,Purchase order
2023,December,QUINTESSENTIAL LLC,WINE,25267,TWO ANGELS PET/SYR - 750ML,1,Purchase order
2023,December,AREL GROUP WINE & SPIRITS,WINE,166882,CANDONI ORGANIC PINOT NOIR - 750ML,1,Purchase order
2023,December,THE OTHER SIDE LLC,KEG,297581,BURNISH GRAPEFRUIT SHINE 1/6 KEG,1,Purchase order
2023,December,PATERNO IMPORTS LTD,WINE,166845,LOVEBLOCK NZ P/GIS - 750ML,1,Purchase order
2023,December,AMERICAN BEVERAGE MARKETERS,NON-ALCOHOL,297261,MASTER OF MIXES COCKTAIL ESSENTIALS AGAVE 375ML,22,Purchase order
2023,December,ANHEUSER BUSCH INC,BEER,36806,STELLA ARTOIS LSE 24 PK 11.2OZ CN,900,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,329022,ALVERDI P/GRIG - 750ML,35,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,236864,GEN 5 CHARD - 750ML,1,Purchase order
2023,December,PERNOD RICARD USA LLC,LIQUOR,32638,H WALKER ANISETTE - 750ML,4,Purchase order
2023,December,THE SPANISH WINE IMPORTERS LLC,WINE,169909,LUCHADOR TEMPRANILLO- 750ML,1,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,309488,BORSAO BEROLA RED - 750ML,1,Purchase order
2023,December,ELITE WINES IMPORTS,WINE,402052,DOM LA ROUBINE GIGONDAS - 750ML,2,Purchase order
2023,December,DMV DISTRIBUTING LLC,WINE,311770,PEIRANO CAB - 750ML,1,Purchase order
2023,December,INTERBALT PRODUCTS CORP,WINE,167917,ARTEVANI RKATSITELI QVEVRI 750ML,1,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,68807,CIGAR CITY JAI ALAI 2/12 CANS,52,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,355726,FLYBIRD LIME MARGARITA AGAVE WINE - 750ML,21,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,368492,RESONANCE WILLAMETTE VLY P/NOIR,1,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,337279,VIA ROVANA FRASCATI - 750ML,1,Purchase order
2023,December,RM2 CONSULTING INC,WINE,347033,MIJA WHITE SANGRIA - 750ML,7,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,LIQUOR,49280,RON ZACAPA 23YR- CENTENARIO - 750ML,50,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,320036,SCAIA CORVINA ROSSO - 750ML,2,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,186139,BORSAO - 750ML,14,Purchase order
2023,December,CAMPARI AMERICA LLC,LIQUOR,166658,ESPOLON BLANCO TEQ - 1.75L,72,Purchase order
2023,December,PUNTO VINO LLC,WINE,330206,EVOLUCIO FURMINT - 750ML,2,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,201308,MT TABOR MER - 750ML,1,Purchase order
2023,December,SERRALLES USA LLC,LIQUOR,352480,DON Q OAK BARREL SPICED RUM - 750ML,1,Purchase order
2023,December,WINE BRIDGE IMPORTS INC,WINE,367742,2 COPAS FRIZZANTE MUSCAT - 750ML,1,Purchase order
2023,December,DIONYSOS IMPORTS INC,WINE,339052,BODEGAS FONTANA MESTA VERDEJO - 750ML,1,Purchase order
2023,December,INTERNATIONAL CELLARS LLC,BEER,90013,ALMAZA PILSNER 4/6NR - 11.2OZ,5,Purchase order
2023,December,STE MICHELLE WINE ESTATES,WINE,383864,COLUMBIA CREST H3 CAB - 750ML,15,Purchase order
2023,December,SFB BUCK LLC,BEER,19032,DUCLAW REGULAR BEER 4/6 12OZ CANS,19,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,12008,BOULEVARD BOURBON BA QUAD 6/4 NR,4,Purchase order
2023,December,DIONYSOS IMPORTS INC,WINE,347192,BOSINAKIS MANTINIA MOSCHOFILERO - 750ML,1,Purchase order
2023,December,DELICATO FAMILY VINEYARDS,WINE,344472,BOTA BOX DRY ROSE - 3L,120,Purchase order
2023,December,DOPS INC,BEER,2569,ABITA TURBO DOG 4/6 NR - 12OZ,2,Purchase order
2023,December,HEINEKEN USA,BEER,90905,HEINEKEN 12/24.0Z CAN - 24OZ,735,Purchase order
2023,December,ANHEUSER BUSCH INC,BEER,23773,GOOSE ISLAND IPA 4/6 NR - 12OZ,392,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,350406,LAURENT PERRIER LA CUVEE BRUT - 750ML,14,Purchase order
2023,December,PATERNO IMPORTS LTD,WINE,428177,SHIMIZU NO MAI PURE DAWN SAKE - 300ML,1,Purchase order
2023,December,YUENGLING BREWERY,BEER,3085,YUENGLING LAGER 2/12 NR - 12OZ,756,Purchase order
2023,December,DIONYSOS IMPORTS INC,WINE,129712,L'EPINAY VOUV TETE DE CUV - 750ML,1,Purchase order
2023,December,SAZERAC CO,LIQUOR,17353,BUFFALO TRACE BOURBON - 750ML,77,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,85417,FAT BASTARD CAB - 750ML,4,Purchase order
2023,December,BACARDI USA INC,WINE,79693,NOILLY PRATT SWEET VERMOUTH - 750ML,28,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,312620,CATENA LA CONSULTA MAL - 750ML,5,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,170335,CHAPPELLET PRITCHARD HILL CABERNET 2005 750ML,1,Purchase order
2023,December,FX MATT BREWING CO,BEER,77791,FLYING DOG DOUBLE DOG 19.2OZ CAN,120,Purchase order
2023,December,LANTERNA DISTRIBUTORS INC,WINE,310355,DOM DES HERBAUGES GROLLEAU GRIS - 750ML,2,Purchase order
2023,December,SAZERAC CO,LIQUOR,10869,99 SCHNAPPS - PINEAPPLE - 750ML,2,Purchase order
2023,December,BBL INC,BEER,69879,DELIRIUM NOEL GIFT PACK 750ML,6,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,392553,VILLA WOLF GEW - 750ML,2,Purchase order
2023,December,AMERICAN BEVERAGE MARKETERS,NON-ALCOHOL,70069,FINEST CALL MARGARITA - 1L,110,Purchase order
2023,December,E & J GALLO WINERY,LIQUOR,71630,NEW AMSTERDAM  DRY GIN -1.75L,16,Purchase order
2023,December,SAZERAC CO,LIQUOR,57037,GRAN GALA - ORANGE LIQUEUR - 750ML,56,Purchase order
